fold,mae_m_s,rmse_m_s,r2,mape_percent,latency_median_ms,latency_p95_ms,checkpoint_mb
1,1.0643214706752815,1.2725958805984454,-0.1566577974297647,14.554672445798863,12.040730500018526,17.215664249994234,44.778891
